municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 11:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 11:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 12:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 13:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 13:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 13:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 14:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 15:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 15:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 15:40:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 15:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 16:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 17:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 17:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 17:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 18:10:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 18:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 18:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 18:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 19:00:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 19:10:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 19:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 19:40:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 19:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 20:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 20:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 20:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 20:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-11 20:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 21:30:00.0;0,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 21:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 21:50:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:10:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 22:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:10:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:20:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:30:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:40:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-13 23:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 00:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 00:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 00:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 00:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 00:40:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 01:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:00:00.0;0,80
